nome_site;usuario;cidade;uf;categoria;tags;categoria_imovel;status_imovel;contato;data_periodo_eua;url;card_nome;card_localizacao;descricao;preco;card_imagem_url;card_url;og_title;og_image;og_description;og_status;galeria;data_primeiro_scraper_brasil;data_primeiro_scraper_eua;data_primeiro_scraper_eua_timestamp;data_ultimo_scraper_brasil;data_ultimo_scraper_eua;data_ultimo_scraper_eua_timestamp;data_periodo_eua_timestamp
"Terra Fértil";imoveisunai;Unaí;MG;;;Casas;Aluguel;"(38) 99958-5454";2026-07-11;https://www.terrafertilimobiliaria.com.br/imoveis;Casa;"Novo Horizonte - Unaí - MG";"Aluguel<br/><b>R$ 1.641</b><br/>/mês<br/>IPTU R$ 59/mês<br/>Pacote de locação R$ 1.700/mês<br/>Quartos3<br/>Suíte1<br/>Banheiro1<br/>Vaga1<br/><b>Descrição</b><br/>3 quartos sendo uma suíte, sala de jantar, cozinha, sala de estar, banheiro social, área externa, área de serviço e um comodo externo.<br/>Vaga garagem<br/>Marque sua visita!<br/>Ver mais<br/><b>Características</b><br/>Água<br/>Área de serviço<br/>Armário banheiro<br/>Armário cozinha<br/>Cozinha<br/>Energia elétrica<br/>Esgoto<br/>Piso cerâmico<br/>Ver mais";1641;img_8fb9ee3b85e9bf4162eae155eb197d73.jpg;https://www.terrafertilimobiliaria.com.br/imovel/casa-unai-3-quartos/CA0144-TFUU;"Casa com 3 dormitórios para alugar por R$ 1.700,00/mês - Novo Horizonte - Unaí/MG";img_dabd9cb0d71e88ebc99fa580f1271077.jpg;"3 quartos sendo uma suíte, sala de jantar, cozinha, sala de estar, banheiro social, área externa, área de serviço e um comodo externo. Vaga garagem Marque sua visita!";ok;img_fb34a06d400cf884cd6b9996ce1e61a1.jpg,img_1d863615e068131c206b47b2f547b8a4.jpg,img_d86061f07174ba79f7a7b61d46e8363c.jpg,img_0db42f359184faa745a03e54b0ca606e.jpg,img_28a6f608802fdca53dd0a9e0c5959c6f.jpg,img_3dd692c4c712bfbdd68136d5474db134.jpg,img_fd6b43d24e575ae6c9c75da9310298cd.jpg,img_86370ef468be97adc6b7b1a78c791377.jpg,img_f01d29ea33c69b6b152765ef4bc90558.jpg,img_2d50b4559522a3d9ec4b936dc9d4780f.jpg;"11/06/2026 01:00:41";"2026-06-11 01:00:41";1783738800;;;;
"Terra Fértil";imoveisunai;Unaí;MG;;;Apartamentos;Venda;"(38) 99958-5454";2026-07-11;https://www.terrafertilimobiliaria.com.br/imoveis/a-venda;Apartamento;"Residencial Aquarela, apartamentos com 2 quartos, 57 m²";"Venda<br/><b>Sob consulta</b><br/>Área útil57 m²<br/>Área bruta8.150 m²<br/>Quartos2<br/>Suíte1<br/>Banheiro1<br/>Vaga1<br/>Sala FitnessSim<br/><b>Características</b><br/>Academia<br/>Acesso para deficientes<br/>Água<br/>Área do terreno<br/>Brinquedoteca<br/>Cabine primária<br/>Churrasqueira<br/>Elevador<br/>Esgoto<br/>Gourmet<br/>Guarita de segurança<br/>Iluminação pública<br/>Instalações para internet<br/>Jardim<br/>Piscina<br/>Piscina adulto<br/>Piscina Infantil<br/>Playground<br/>Portão eletrônico<br/>Quadra poliesportiva<br/>Salão de festas<br/>Salão de jogos<br/>Solarium<br/>Vaga<br/>Ver mais<br/><b>Condomínio</b><br/>Residencial Aquarela o primeiro condomínio clube da Cidade de Unaí. Conforto e estilo à altura dos seus sonhos. Uma nova maneira de morar bem: esqueça tudo o que você já viu e abra sua visão para o novo.<br/>Com a experiência de 11 anos da Habitat Incorporadora e Nossa Constutora, o Residencial Aquarela traz, com excelência, inovação e exclusividade, todo o conforto do ambiente urbano, qualidade de vida e uma visão privilegiada.<br/>** Imagens Ilustrativas.**<br/>Ver mais<br/><b>Sobre a região</b><br/>Excelente localização, fácil acesso, próximo à supermercados, padarias, clube e muito mais.<br/>Ver mais";;img_4deca03b6fbf2f112313b8e690df255f.jpg;https://www.terrafertilimobiliaria.com.br/empreendimento/residencial-aquarela-apartamentos-unai-2-quartos-57-m/15262477-TFUU;"Residencial Aquarela, apartamentos Santa Luzia - Unaí";img_3e40ebc3cc919a839150c3c58fce19f6.jpg;"Residencial Aquarela o primeiro condomínio clube da Cidade de Unaí. Conforto e estilo à altura dos seus sonhos. Uma nova maneira de morar bem: esqueça tudo o que você já viu e abra sua visão para o...";ok;img_f36514ff228c2602cc20bc0f27873065.jpg,img_817582508d270c95721e50d864421d79.jpg,img_ee6055a329e491f2354d5d6c3dcff276.jpg,img_972ed90483c65e237733f596eea4dd99.jpg,img_158f2c09758ea76cabb8e7a84e210e38.jpg,img_904a5745902bcfcdc6227786b69ebc08.jpg,img_1ae938c7b38d659951851ddc0903ea20.jpg,img_05fddf2877c4d73eb37018b5b79bf6a3.jpg,img_35b3deb07a68529e4e7690f04e6aad4a.jpg,img_5fe1b10e1a3e8bcfc18a42d703456e13.jpg;"11/06/2026 01:00:42";"2026-06-11 01:00:42";1783738800;;;;
"Terra Fértil";imoveisunai;Unaí;MG;;;;Venda;"(38) 99958-5454";2026-07-11;https://www.terrafertilimobiliaria.com.br/imoveis/a-venda;Sala;"Edifício Valter Marins, salas, 15 m²";"Venda<br/><b>Sob consulta</b><br/>Área útil15 m²<br/>Área bruta9 a 15 m²<br/><b>Características</b><br/>Acessibilidade universal<br/>Acesso para deficientes<br/>Água<br/>Auditório<br/>Central de limpeza e governança<br/>Central Telefônica<br/>Cerca elétrica<br/>Circuito interno de TV<br/>Elevador<br/>Sala de reunião<br/>Sistema de incêndio<br/>Sistema de segurança<br/>TV a cabo<br/>Wi-fi<br/>Ver mais";;img_15c0b0a33fcd1935a9ab375069777609.jpg;https://www.terrafertilimobiliaria.com.br/empreendimento/edificio-valter-marins-salas-unai-15-m/15425435-TFUU;"Edifício Valter Marins, salas Itapuã - Unaí";img_36f1b4a1b28569bbdf5eb6d486796b2f.jpg;"Terra Fértil Imobiliária imovéis para venda e locação";ok;img_d6cc00d8b2517b20829bccb76d760554.jpg,img_332fe1156b6e52ea3b05cd79f95c2a02.jpg,img_1b49d4623a4aac1de7e892cd639e693b.jpg,img_01bc1d075a506cdc0df85eb2b48bd8c7.jpg,img_25c76d47b08603694abd7642fe5ad732.jpg,img_8b546336cb097f2ce0785c26fb67569a.jpg,img_5c312842f21024e9da18e87ba294042d.jpg;"11/06/2026 01:00:44";"2026-06-11 01:00:44";1783738800;;;;
"Terra Fértil";imoveisunai;Unaí;MG;;;"Lotes e Terrenos";Venda;"(38) 99958-5454";2026-07-11;https://www.terrafertilimobiliaria.com.br/imoveis/a-venda;Terreno;"Água Branca - Unaí - MG";"Venda<br/><b>R$ 0,01</b><br/>Valor do m² R$ 0<br/>Área bruta2.000 m²<br/><b>Descrição</b><br/>Vende-se Lotes Comerciais.<br/>Asfalto<br/>Iluminação<br/>Esgoto<br/>Ótimo fluxo de movimentação<br/>Ver mais<br/><b>Características</b><br/>Água<br/>Energia elétrica<br/>Esgoto<br/>Ver mais";;img_b78ae3ed4161d539ef0998704c70cc4b.jpg;https://www.terrafertilimobiliaria.com.br/imovel/terreno-unai-2-000-m/TE0049-TFUU;"Terreno de 2.000 m² na Mg-188 - Água Branca - Unaí - MG, à venda por R$ 0,01";img_ca0c15e40e97995d3dc1522b9c60955e.jpg;"Vende-se Lotes Comerciais. Asfalto Iluminação Esgoto Ótimo fluxo de movimentação";ok;img_061efcbf752d92a86d321eb66df586df.jpg;"11/06/2026 01:00:44";"2026-06-11 01:00:44";1783738800;;;;
"Terra Fértil";imoveisunai;Unaí;MG;;;"Lotes e Terrenos";Venda;"(38) 99958-5454";2026-07-11;https://www.terrafertilimobiliaria.com.br/imoveis/a-venda;Terreno;"Mamoeiro - Unaí - MG";"Venda<br/><b>R$ 32.000</b><br/>Valor do m² R$ 107<br/>Área bruta300 m²<br/><b>Descrição</b><br/>Excelente oportunidade para investimento: 11 lotes no total de 4.400,00 m². Todos as unidades com matrícula individualizadas.<br/>Apartir de R$ 32.000,00 cada.<br/>Demais informações:<br/>6 unidades de 450m² por R$ 37.000,00 cada<br/>3 unidades de 300m² por R$ 32.000,00 cada<br/>2 unidades de 400m² por R$ 35.000,00 cada.<br/>Agende já a sua visita.<br/>Ver mais";32000;img_6d93dc00dc3f031ca30d64f6d546fa5a.jpg;https://www.terrafertilimobiliaria.com.br/imovel/terreno-unai-300-m/TE0007-TFUU;"Terreno à venda, 300 m² por R$ 32.000,00 - Mamoeiro - Unaí/MG";img_5d8e6690567b057413ac4559966a0876.jpg;"Excelente oportunidade para investimento: 11 lotes no total de 4.400,00 m². Todos as unidades com matrícula individualizadas. Apartir de R$ 32.000,00 cada. Demais informações: 6 unidades d...";ok;img_8e0466891cf1a68ecea1b1fcd3808375.jpg,img_03a9ba47aed5287dad980ecb3fe22ad6.jpg,img_e5761b4be9ad585785e29c9a8b723115.jpg,img_e200bde982ae5bb6b25c8f2fd6dd4616.jpg,img_33022c781b602bea5bafc41095924b8c.jpg;"11/06/2026 01:00:45";"2026-06-11 01:00:45";1783738800;;;;
"Terra Fértil";imoveisunai;Unaí;MG;;;"Lotes e Terrenos";Venda;"(38) 99958-5454";2026-07-11;https://www.terrafertilimobiliaria.com.br/imoveis/a-venda;Terreno;"Bairro Industrial - Unaí - MG";"Venda<br/><b>R$ 70.000</b><br/>Valor do m² R$ 212<br/>Área bruta330 m²<br/><b>Descrição</b><br/>Ótima localização, excelente oportunidade para invetimento<br/>Ver mais";70000;img_32ebaf8ce1995e4a9345090c5d99c49f.jpg;https://www.terrafertilimobiliaria.com.br/imovel/terreno-unai-330-m/TE0060-TFUU;"Terreno à venda, 330 m² por R$ 70.000 - Industrial - Unaí/Minas Gerais";img_e5c5df8145daaeacd25811c4f9ce3228.jpg;"Ótima localização, excelente oportunidade para invetimento";ok;img_a0422d9ace359c2828b7bb6e9d78ea32.jpg,img_8d6aac482b261db19dbfde5bac41a23f.jpg,img_b8f75b090dc6e8559aba474b8c86bc81.jpg,img_267d96463d96091374a1db92cbb7912b.jpg;"11/06/2026 01:00:45";"2026-06-11 01:00:45";1783738800;;;;
"Terra Fértil";imoveisunai;Unaí;MG;;;"Lotes e Terrenos";Venda;"(38) 99958-5454";2026-07-11;https://www.terrafertilimobiliaria.com.br/imoveis/a-venda;Terreno;"Mamoeiro - Unaí - MG";"Venda<br/><b>R$ 120.000</b><br/>Valor do m² R$ 267<br/>Área bruta450 m²<br/><b>Descrição</b><br/>Lote todo murado<br/>Fácil acesso<br/>Escriturado e registrado<br/>Ver mais<br/><b>Características</b><br/>Água<br/>Energia elétrica<br/>Pavimentação<br/>Ver mais";120000;img_f3d37c909ed9f5a15a58bfbf75a97023.jpg;https://www.terrafertilimobiliaria.com.br/imovel/terreno-unai-450-m/TE0044-TFUU;"Terreno à venda, 450 m² por R$ 120.000 - Mamoeiro - Unaí/Minas Gerais";img_ed254c56bdbe606acd237689bdaa431f.jpg;"Lote todo murado Fácil acesso Escriturado e registrado";ok;img_1f3e3fd6ee3daaaf4588938c56c4e7af.jpg,img_061e39d85f991c59ae5dea3b585aab13.jpg,img_4258df690491329c3d85b107e8799109.jpg,img_5dbf158a6a0728adc63a72c60102969d.jpg,img_55daa179d1b0c8bee66630859508a0ec.jpg,img_d981a10c2a253165a23f5fe73492805b.jpg,img_664bd613e42a7b4e9c6b0cf5f2853d83.jpg,img_de2421505cc890b2757853d9172be9ae.jpg;"11/06/2026 01:00:46";"2026-06-11 01:00:46";1783738800;;;;
"Terra Fértil";imoveisunai;Unaí;MG;;;"Lotes e Terrenos";Venda;"(38) 99958-5454";2026-07-11;https://www.terrafertilimobiliaria.com.br/imoveis/a-venda;Terreno;"Sagrada Família - Unaí - MG";"Venda<br/><b>R$ 147.000</b><br/>Valor do m² R$ 700<br/>Área bruta210 m²<br/><b>Descrição</b><br/>Oportunidade única! Lote de esquina disponível com financiamento direto com o proprietário. Fácil, rápido e sem burocracia!<br/>Ver mais";147000;img_2687d09a91d456824754e2adec4d0750.jpg;https://www.terrafertilimobiliaria.com.br/imovel/terreno-unai-210-m/TE0062-TFUU;"Terreno à venda, 210 m² por R$ 147.000 - Sagrada Família - Unaí/Minas Gerais";img_c81a99d1ef84e28e4a5d9f7e80ff2d31.jpg;"Oportunidade única! Lote de esquina disponível com financiamento direto com o proprietário. Fácil, rápido e sem burocracia!";ok;img_a41a1b438bb1e24490a8cc1a29d35c6d.jpg;"11/06/2026 01:00:47";"2026-06-11 01:00:47";1783738800;;;;
"Terra Fértil";imoveisunai;Unaí;MG;;;"Lotes e Terrenos";Venda;"(38) 99958-5454";2026-07-11;https://www.terrafertilimobiliaria.com.br/imoveis/a-venda;Terreno;"Curva do Rio - Unaí - MG";"Venda<br/><b>R$ 150.000</b><br/>Valor do m² R$ 500<br/>Área bruta300 m²<br/><b>Descrição</b><br/>4 lotes de 300 m² cada<br/>500,00 reais o m²<br/>Marque sua visita!<br/>Ver mais";150000;img_faf2d8484f742e85c5670b93bd746a52.jpg;https://www.terrafertilimobiliaria.com.br/imovel/terreno-unai-300-m/TE0057-TFUU;"Terreno à venda, 300 m² por R$ 150.000,00 - Curva do Rio - Unaí/MG";img_3fe375879af163db48d5d894114b228e.jpg;"4 lotes de 300 m² cada 500,00 reais o m² Marque sua visita!";ok;img_2014c94da13e1145f6ef5e0fbec8526f.jpg,img_eed7bac3a5e1b3237d37cf6d783f8ca4.jpg,img_e3fb6c92407cb94ed9c399577a4f270f.jpg,img_7954f46f2a0ef1be616a8d65fffd5fc0.jpg;"11/06/2026 01:00:49";"2026-06-11 01:00:49";1783738800;;;;
"Terra Fértil";imoveisunai;Unaí;MG;;;;Venda;"(38) 99958-5454";2026-07-11;https://www.terrafertilimobiliaria.com.br/imoveis/a-venda;Sala;"Centro - Unaí - MG";"Venda<br/><b>R$ 180.000</b><br/>Área bruta30 m²<br/>Banheiro1<br/><b>Descrição</b><br/>Sala comercial mobilhada, bem ampla, com ar condicionada, tv, recepçao e muito mais.<br/>Agende sua visita!<br/>Ver mais<br/><b>Características</b><br/>Ar condicionado<br/>Armário escritório<br/>Lavabo<br/>Mobiliado<br/>TV a cabo<br/>Ver mais";180000;img_d8e45492a06d0fcd712b58bbc2720afb.jpg;https://www.terrafertilimobiliaria.com.br/imovel/sala-unai/SA0046-TFUU;"Sala à venda por R$ 180.000,00 - Centro - Unaí/MG";img_d6ea0c4926505325c5222dc0a41d44bc.jpg;"Sala comercial mobilhada, bem ampla, com ar condicionada, tv, recepçao e muito mais. Agende sua visita!";ok;img_b47859b131e4b4a5627462a79f486751.jpg,img_1f104cffd4b9a09c50cedad63e698317.jpg,img_84ae6a54c0e422bfb4448e3c46236145.jpg,img_e494691eb28a33a1051c4c137f5772ea.jpg,img_cde0b218d0aa50615ce658bc9a8ac1bb.jpg,img_87a4484ff127e63e9b6618cb66fe4361.jpg,img_3b5e9037d0fda3695e631674ba3c0201.jpg,img_1219220f5404adca482ceeac876e9722.jpg,img_5ab38b66afe1d5dad7c945f1304a160b.jpg,img_6a112c91f687b6d0aa9ddbff95887adf.jpg;"11/06/2026 01:00:50";"2026-06-11 01:00:50";1783738800;;;;
"Terra Fértil";imoveisunai;Unaí;MG;;;"Lotes e Terrenos";Venda;"(38) 99958-5454";2026-07-11;https://www.terrafertilimobiliaria.com.br/imoveis/a-venda;Terreno;"Sagrada Família - Unaí - MG";"Venda<br/><b>R$ 234.000</b><br/>Valor do m² R$ 699<br/>Área bruta335 m²<br/><b>Descrição</b><br/>Oportunidade única! Lote de esquina disponível com financiamento direto com o proprietário. Fácil, rápido e sem burocracia!<br/>Ver mais";234000;img_527eb11b20d685ac8cc0c26db7ff8a03.jpg;https://www.terrafertilimobiliaria.com.br/imovel/terreno-unai-335-m/TE0063-TFUU;"Terreno à venda, 334 m² por R$ 234.000 - Sagrada Família - Unaí/Minas Gerais";img_590b26379c8b98cf6cbc8d2acef1ac43.jpg;"Oportunidade única! Lote de esquina disponível com financiamento direto com o proprietário. Fácil, rápido e sem burocracia!";ok;img_5b997a0405e2e95d04f39bb8c21b84eb.jpg;"11/06/2026 01:00:51";"2026-06-11 01:00:51";1783738800;;;;
"Terra Fértil";imoveisunai;Unaí;MG;;;Apartamentos;Aluguel;"(38) 99958-5454";2026-07-11;https://www.terrafertilimobiliaria.com.br/imoveis/para-alugar;Apartamento;"Capim Branco - Unaí - MG";"Aluguel<br/><b>R$ 1.235</b><br/>/mês<br/>Venda<br/><b>R$ 280.000</b><br/>Condomínio R$ 180IPTU R$ 35/mês<br/>Pacote de locação R$ 1.450/mês<br/>Área privativa50 m²<br/>Quartos2<br/>Banheiro1<br/>Vaga1<br/><b>Descrição</b><br/>2 quartos com guarda roupa planejado, sala com sacada, cozinha planejada e banheiro social<br/>1 vaga de garagem<br/>3º andar de escada<br/>Área privativa 50 m²<br/>Aceita financiamento<br/>Marque sua visita!<br/>Ver mais<br/><b>Características</b><br/>Área de serviço<br/>Armário banheiro<br/>Armário cozinha<br/>Armário quarto<br/>Cozinha<br/>Interfone<br/>Piso cerâmico<br/>Portão eletrônico<br/>Sacada<br/>Ver mais";280000;img_e49d4eab2b711ca5c9beac6a87be132b.jpg;https://www.terrafertilimobiliaria.com.br/imovel/apartamento-unai-2-quartos/AP0168-TFUU;"Apartamento com 2 dormitórios - venda por R$ 280.000,00 ou aluguel por R$ 1.450,00/mê...";img_516786f8697d8b531254e3d8871a9c2c.jpg;"2 quartos com guarda roupa planejado, sala com sacada, cozinha planejada e banheiro social 1 vaga de garagem 3º andar de escada Área privativa 50 m² Aceita financiamento Marque sua visita!";ok;img_e8c75d992c5349891dc57d21603a3b5f.jpg,img_93c09af6266be609364de8b0e9a5f5b2.jpg,img_5f93f485253a92693addc46bf09a93c5.jpg,img_105ae502c6abeefbf16e14c9756201a2.jpg,img_1990ce39db4748d664b36a39a57c7536.jpg,img_c494e8c51c7b22f0735c9e8a5f07fb0c.jpg,img_1685095cefa00f8f26a69b7dcb603b9e.jpg;"11/06/2026 01:00:52";"2026-06-11 01:00:52";1783738800;;;;
"Terra Fértil";imoveisunai;Unaí;MG;;;Apartamentos;Aluguel;"(38) 99958-5454";2026-07-11;https://www.terrafertilimobiliaria.com.br/imoveis/para-alugar;Apartamento;"Cachoeira - Unaí - MG";"Aluguel<br/><b>R$ 1.700</b><br/>/mês<br/>Condomínio R$ 200<br/>Pacote de locação R$ 1.900/mês<br/>Quartos3<br/>Suíte1<br/>Banheiro1<br/>Vaga1<br/><b>Descrição</b><br/>3 quartos sendo 1 suíte, sala de estar, cozinha com armário planejado e sacada, banheiro social, área de serviço e 1<br/>Vaga de garagem<br/>Segundo andar de escada<br/>Incluso condomínio<br/>Marque sua visita!<br/>Ver mais<br/><b>Características</b><br/>Área de serviço<br/>Armário cozinha<br/>Cozinha<br/>Interfone<br/>Piso cerâmico<br/>Portão eletrônico<br/>Ver mais";1700;img_6ac17e442fe62feb54aefeae1455298b.jpg;https://www.terrafertilimobiliaria.com.br/imovel/apartamento-unai-3-quartos/AP0167-TFUU;"Apartamento com 3 dormitórios para alugar por R$ 1.900,00/mês - Cachoeira - Unaí/MG";img_fcd12d923e6b39f66e03acf4eca36737.jpg;"3 quartos sendo 1 suíte, sala de estar, cozinha com armário planejado e sacada, banheiro social, área de serviço e 1 Vaga de garagem Segundo andar de escada Incluso condomínio Marque sua visita!";ok;img_f77551ab15a4d33cb90985691bb6584a.jpg,img_cad56c9bfeed7c24eb3001842e973ff5.jpg,img_ebbb7b69b4f9cb0af5613fd45a9edbd1.jpg,img_598f9091c14f1e5454c20a66727ba220.jpg,img_af9ddde10f274f896480a5a0b79112c6.jpg,img_56aa0e0dfea197d3c95c6684e62face8.jpg,img_fca20fb863c5a047b5e6eb2d0d455e64.jpg,img_e49896391494bf8cbf09b56a9913a57a.jpg,img_3d6e531903223e6791fb4e9b65685162.jpg,img_dd6041d93e92bbd8c84f33bcc2435d16.jpg;"11/06/2026 01:00:53";"2026-06-11 01:00:53";1783738800;;;;
"Terra Fértil";imoveisunai;Unaí;MG;;;Fazendas;;"(38) 99958-5454";2026-07-11;www.terrafertilimobiliaria.com.br/imoveis/a-venda/fazenda;Fazenda;"Boqueirão - Unaí - MG";;950000;img_f3aea0d2f7a6000f6701df802f3a287d.jpg;/imovel/fazenda-unai-5-quartos-28-hectares/FA0001-TFUU;;;;"erro_http_0 - URL using bad/illegal format or missing URL";img_f3aea0d2f7a6000f6701df802f3a287d.jpg;"11/06/2026 01:00:54";"2026-06-11 01:00:54";1783738800;;;;
"Sucesso Imóveis - Geral";imoveisunai;Unaí;MG;;;"Lotes e Terrenos";Venda;"(38) 99935-9555";2026-07-11;https://sucessoimoveis.imb.br/imoveis;"Lote a venda | Riviera Park";"Unaí, MG";"<b>Descrição</b><br/>LOTE A VENDA NO BAIRRO RIVIERA PARK<br/>➜ Área total de 360mts<br/>➜ 12X30<br/>➜ Quitado<br/>Valor: R$180 mil<br/>🤝 Agende uma visita<br/>📲 BILL (38) 9 9996-9555 – CRECI 49239<br/>📲 CÉSAR (38) 9 9935-4646 – CRECI 40029<br/>📲 ELVIO (38) 9 9911-9555 – CRECI 51713";180000;https://sucessoimoveis.imb.br/imoveis/lote-a-venda-riviera-park/;https://sucessoimoveis.imb.br/imoveis/lote-a-venda-riviera-park/;"Lote a venda | Riviera Park – Sucesso Imóveis";;;ok;img_cbff0fba6513ef12ffe7ca9487f0e51a.png,img_db32139590036522bee22ef8b6bdefa5.png,img_fe1b14d26dbc792a719b84e572cb3526.png,img_1fa3a13a805240def898080c78f2823a.png,img_9fb7ec47837d1b27d37b2731def6099d.png,img_cd3c5d6affe12ee3d2eb36f934bedd81.png,img_21df1bc111bee522f5e2cd76ceb5ecd2.png,img_caee54b273241362b08d830beb27f96f.png,img_e3850855bef29fb08eb9fb701a73af66.png;"11/06/2026 01:00:55";"2026-06-11 01:00:55";1783738800;;;;
"Sucesso Imóveis - Geral";imoveisunai;Unaí;MG;;;Casas;Venda;"(38) 99935-9555";2026-07-11;https://sucessoimoveis.imb.br/imoveis;"Sobrado | Alto Padrão";"Unaí, MG";"<b>Descrição</b><br/>SOBRADO DE LUXO A VENDA<br/>➜Lote de 360m²<br/>➜04 suítes sendo 01 suite master e todas com moveis planejados<br/>➜Depósito externo e dispensa para organização<br/>➜Banheiro de serviço<br/>➜Revestimentos de primeira linha<br/>➜Banheiros com sistema de monocomando<br/>➜Piscina aquecida e com iluminação interna<br/>➜Lavabo interno e externo<br/>➜Esquadrias de alumínio em todas as portas e janelas<br/>➜Infraestrutura para ar-condicionado em todos os ambientes.<br/>Valor: R$ 2.550.000,00<br/>🤝 Agende uma visita<br/>📲 BILL (38) 9 9996-9555 – CRECI 49239<br/>📲 CÉSAR (38) 9 9935-4646 – CRECI 40029<br/>📲 ELVIO (38) 9 9911-9555 – CRECI 51713<br/> ";2550000;https://sucessoimoveis.imb.br/imoveis/sobrado-alto-padrao/;https://sucessoimoveis.imb.br/imoveis/sobrado-alto-padrao/;"Sobrado | Alto Padrão – Sucesso Imóveis";;;ok;img_167a05ffb1e951a8d1053a3c800e75d7.png,img_bcfeb238daa428a9f3eb4e6262756e5e.png,img_db8e58fb1fc95aadc86ceafb7bf0f652.png,img_983fff7c0ab3963677e951604e035f98.png,img_308a152c590e756714ad2cf0fc3b48dd.png,img_bfa1841693c63a6a1a48cdd4b00f8efe.png,img_b45f08b1265481f0c3af8e2c52a303c1.png,img_350b94585b07dc9ee0eaddce321a6c2e.png,img_deafe1ea4e38b10edd70c78e4ee0d4a8.png,img_f361f9122d1ab82124065d0e01e0c6c5.png;"11/06/2026 01:00:56";"2026-06-11 01:00:56";1783738800;;;;
"Sucesso Imóveis - Geral";imoveisunai;Unaí;MG;;;Apartamentos;Venda;"(38) 99935-9555";2026-07-11;https://sucessoimoveis.imb.br/imoveis;"Apartamento | Divineia";"Unaí, MG";"<b>Descrição</b><br/>APARTAMENTO A VENDA NO BAIRRO DIVINEIA<br/>➜03 quartos sendo 01 suite<br/>➜Cozinha com moveis planejados<br/>➜No porcelanato<br/>➜Sacada<br/>➜Elevador<br/>➜Vaga de garagem<br/>➜Aceita financiamento<br/>Valor: R$ 380mil<br/>🤝 Agende uma visita<br/>📲 BILL (38) 9 9996-9555 – CRECI 49239<br/>📲 CÉSAR (38) 9 9935-4646 – CRECI 40029<br/>📲 ELVIO (38) 9 9911-9555 – CRECI 51713";380000;https://sucessoimoveis.imb.br/imoveis/apartamento-divineia-2/;https://sucessoimoveis.imb.br/imoveis/apartamento-divineia-2/;"Apartamento | Divineia – Sucesso Imóveis";;;ok;img_049eef00310fa5f279f69c0f773b4a96.png,img_2c7930bd9083fbcb07231986e2eee3e7.png,img_5f7c1fc4bc2dad2df7e414c7a8364914.png,img_3f2392d9305291b8170b930be1744533.png,img_0707a49ef1a87296efc63c3ad920f2e8.png,img_b19b8d24acfdbc3f298bde84346df52e.png,img_a55ecd97887579433f2101f9e3f31d07.png,img_978ff67913c33969271a2b82e0c3c54b.png,img_0b8f068e76a9fc5c52a46e9f2f5e8084.png,img_83d4bc11d4d105a09c1de5affaa4c97d.png;"11/06/2026 01:00:57";"2026-06-11 01:00:57";1783738800;;;;
"Sucesso Imóveis - Geral";imoveisunai;Unaí;MG;;;Casas;Venda;"(38) 99935-9555";2026-07-11;https://sucessoimoveis.imb.br/imoveis;"Casa | Água Branca II";"Unaí, MG";"<b>Descrição</b><br/>CASA A VENDA NO BAIRRO ÁGUA BRANCA II<br/>➜Área total de 200m²<br/>➜03 quartos sendo 01 suite<br/>➜Sala<br/>➜Cozinha<br/>➜Banheiro social<br/>➜Vaga de garagem<br/>➜Aceita financiamento<br/>Valor: R$ 370mil<br/>🤝 Agende uma visita<br/>📲 BILL (38) 9 9996-9555 – CRECI 49239<br/>📲 CÉSAR (38) 9 9935-4646 – CRECI 40029<br/>📲 ELVIO (38) 9 9911-9555 – CRECI 51713";370000;https://sucessoimoveis.imb.br/imoveis/casa-agua-branca-ii/;https://sucessoimoveis.imb.br/imoveis/casa-agua-branca-ii/;"Casa | Água Branca II – Sucesso Imóveis";;;ok;img_ee642f669f946628b9591d6fe188da97.png,img_08a7c2c53e4beca55fe3073893871b06.png,img_3dacd6b9165d2ddbdd4f297da585839d.png,img_2fac02c29e509fa8c3eaf9e593cfd8fe.png,img_335a7369d94ae8937ee9ac4a501d5732.png,img_f1f2e67698688c2a354cb4a305cb9af3.png,img_c941f48fc5127ac28b09e47d75dac24c.png,img_250fd1751ca195e87dd56bfe43808f0a.png,img_a5a2f751a0649a8c3ddd39afca944c46.png,img_d20360973804e8268e346b0940f3b0ef.png;"11/06/2026 01:00:58";"2026-06-11 01:00:58";1783738800;;;;
