ID,_case27_listing_type,Title,Content,_job_phone,_whatsapp,_fone-2,_job_location,_listing-details,_location,_links,_social-networks,_job_website,_job_email,_job_logo,_job_expires,_job_gallery,_job_cover,_form_heading,_other,Content,Title,"Post Type",Tags,_job_location,_contact-information,_featured
6429,place,"Unaí Marmitas","<strong>Unaí Marmitas</strong>
<strong>Restaurante</strong>
Venha nos conhecer e prestigiar um delicioso almoço!
Churrasco todos os dias!🍽
Presencial e Delivery🍛
Seg./Sábado 10h às 14h.
📞 (38) 3676-8497
📲(38) 99907-1221","(38) 99907-1221","(38) 99907-1221","(38) 99907-1221","Av. José Luís Adjuto, 295 - Centro, Unaí - MG",,,"a:1:{i:0;a:2:{s:7:""network"";s:9:""Instagram"";s:3:""url"";s:51:""https://www.instagram.com/unai.marmitas.restaurante"";}}",,https://www.instagram.com/unai.marmitas.restaurante,,"a:1:{i:0;s:82:""https://guiaunai.com.br/wp-content/uploads/2023/01/empresas_unai_marmitas_logo.jpg"";}",,"a:11:{i:0;s:86:""https://guiaunai.com.br/wp-content/uploads/2023/01/empresas_unai_marmitas_fotos001.jpg"";i:1;s:85:""https://guiaunai.com.br/wp-content/uploads/2023/01/empresas_unai_marmitas_fotos01.jpg"";i:2;s:85:""https://guiaunai.com.br/wp-content/uploads/2023/01/empresas_unai_marmitas_fotos02.jpg"";i:3;s:85:""https://guiaunai.com.br/wp-content/uploads/2023/01/empresas_unai_marmitas_fotos06.jpg"";i:4;s:85:""https://guiaunai.com.br/wp-content/uploads/2023/01/empresas_unai_marmitas_fotos10.jpg"";i:5;s:85:""https://guiaunai.com.br/wp-content/uploads/2023/01/empresas_unai_marmitas_fotos08.jpg"";i:6;s:85:""https://guiaunai.com.br/wp-content/uploads/2023/01/empresas_unai_marmitas_fotos07.jpg"";i:7;s:85:""https://guiaunai.com.br/wp-content/uploads/2023/01/empresas_unai_marmitas_fotos09.jpg"";i:8;s:85:""https://guiaunai.com.br/wp-content/uploads/2023/01/empresas_unai_marmitas_fotos03.jpg"";i:9;s:85:""https://guiaunai.com.br/wp-content/uploads/2023/01/empresas_unai_marmitas_fotos05.jpg"";i:10;s:85:""https://guiaunai.com.br/wp-content/uploads/2023/01/empresas_unai_marmitas_fotos04.jpg"";}","a:1:{i:0;s:86:""https://guiaunai.com.br/wp-content/uploads/2023/01/empresas_unai_marmitas_fotos001.jpg"";}",,,"<strong>Unaí Marmitas</strong>
<strong>Restaurante</strong>
Venha nos conhecer e prestigiar um delicioso almoço!
Churrasco todos os dias!🍽
Presencial e Delivery🍛
Seg./Sábado 10h às 14h.
📞 (38) 3676-8497
📲(38) 99907-1221","Unaí Marmitas",job_listing,marmita|marmitex|restaurante|restautantes,"Av. José Luís Adjuto, 295 - Centro, Unaí - MG",,1
6442,place,"Mania de Churrasco","<strong>Mania de Churrasco</strong>
🥩Churrasco
🍽Marmitas e Jantinha
🍗🍖Barcas e Roleta de Churrasco
Faça seu pedido pelo WhatsApp 👇🏻
<a href=""http://wa.me/5538997279658"" target=""_blank"" rel=""noopener"">wa.me/5538997279658</a>","(38) 99727-9658","(38) 99727-9658",,"R. das Magnólias, N°48 - Cruzeiro, Unaí - MG",,,"a:1:{i:0;a:2:{s:7:""network"";s:9:""Instagram"";s:3:""url"";s:47:""https://www.instagram.com/maniadechurrascounai/"";}}",,https://www.instagram.com/maniadechurrascounai/,,"a:1:{i:0;s:84:""https://guiaunai.com.br/wp-content/uploads/2023/01/empresas_mania_churrasco_logo.jpg"";}",,"a:12:{i:0;s:89:""https://guiaunai.com.br/wp-content/uploads/2023/01/empresas_mania_churrasco_fachada03.png"";i:1;s:89:""https://guiaunai.com.br/wp-content/uploads/2023/01/empresas_mania_churrasco_fachada02.png"";i:2;s:87:""https://guiaunai.com.br/wp-content/uploads/2023/01/empresas_mania_churrasco_fachada.jpg"";i:3;s:87:""https://guiaunai.com.br/wp-content/uploads/2023/01/empresas_mania_churrasco_fotos01.jpg"";i:4;s:87:""https://guiaunai.com.br/wp-content/uploads/2023/01/empresas_mania_churrasco_fotos02.jpg"";i:5;s:87:""https://guiaunai.com.br/wp-content/uploads/2023/01/empresas_mania_churrasco_fotos03.jpg"";i:6;s:87:""https://guiaunai.com.br/wp-content/uploads/2023/01/empresas_mania_churrasco_fotos04.jpg"";i:7;s:87:""https://guiaunai.com.br/wp-content/uploads/2023/01/empresas_mania_churrasco_fotos05.jpg"";i:8;s:87:""https://guiaunai.com.br/wp-content/uploads/2023/01/empresas_mania_churrasco_fotos06.jpg"";i:9;s:87:""https://guiaunai.com.br/wp-content/uploads/2023/01/empresas_mania_churrasco_fotos07.jpg"";i:10;s:87:""https://guiaunai.com.br/wp-content/uploads/2023/01/empresas_mania_churrasco_fotos08.jpg"";i:11;s:87:""https://guiaunai.com.br/wp-content/uploads/2023/01/empresas_mania_churrasco_fotos09.jpg"";}","a:1:{i:0;s:89:""https://guiaunai.com.br/wp-content/uploads/2023/01/empresas_mania_churrasco_fachada03.png"";}",,,"<strong>Mania de Churrasco</strong>
🥩Churrasco
🍽Marmitas e Jantinha
🍗🍖Barcas e Roleta de Churrasco
Faça seu pedido pelo WhatsApp 👇🏻
<a href=""http://wa.me/5538997279658"" target=""_blank"" rel=""noopener"">wa.me/5538997279658</a>","Mania de Churrasco",job_listing,churrascarias|marmita|marmitex|restaurante|restaurantes,"R. das Magnólias, N°48 - Cruzeiro, Unaí - MG",,1
6471,place,"Espaço Palladon","O local que você escolhe para a realização da sua recepção é algo muito importante a ser escolhido pois ficar para sempre em sua memória.
O espaço Palladon é um local completa que está sempre pronto para te atender da melhor forma.
Reserve sua data hoje mesmo!","(38) 99831-7505","(38) 99831-7505",,"Rua das Andorinhas, Park Rio Preto - Unaí - MG",,,"a:1:{i:0;a:2:{s:7:""network"";s:9:""Instagram"";s:3:""url"";s:41:""https://www.instagram.com/espaco_palladon"";}}",,,,"a:1:{i:0;s:84:""https://guiaunai.com.br/wp-content/uploads/2023/01/empresas-espaco-palladon-logo.jpg"";}",,"a:12:{i:0;s:87:""https://guiaunai.com.br/wp-content/uploads/2023/01/empresas_espaco_palladon_fotos-9.jpg"";i:1;s:87:""https://guiaunai.com.br/wp-content/uploads/2023/01/empresas_espaco_palladon_fotos-8.jpg"";i:2;s:87:""https://guiaunai.com.br/wp-content/uploads/2023/01/empresas_espaco_palladon_fotos-7.jpg"";i:3;s:87:""https://guiaunai.com.br/wp-content/uploads/2023/01/empresas_espaco_palladon_fotos-6.jpg"";i:4;s:87:""https://guiaunai.com.br/wp-content/uploads/2023/01/empresas_espaco_palladon_fotos-5.jpg"";i:5;s:88:""https://guiaunai.com.br/wp-content/uploads/2023/01/empresas_espaco_palladon_fotos-12.jpg"";i:6;s:88:""https://guiaunai.com.br/wp-content/uploads/2023/01/empresas_espaco_palladon_fotos-11.jpg"";i:7;s:87:""https://guiaunai.com.br/wp-content/uploads/2023/01/empresas_espaco_palladon_fotos-4.jpg"";i:8;s:87:""https://guiaunai.com.br/wp-content/uploads/2023/01/empresas_espaco_palladon_fotos-3.jpg"";i:9;s:88:""https://guiaunai.com.br/wp-content/uploads/2023/01/empresas_espaco_palladon_fotos-10.jpg"";i:10;s:87:""https://guiaunai.com.br/wp-content/uploads/2023/01/empresas_espaco_palladon_fotos-2.jpg"";i:11;s:87:""https://guiaunai.com.br/wp-content/uploads/2023/01/empresas_espaco_palladon_fotos-1.jpg"";}",a:0:{},,,"O local que você escolhe para a realização da sua recepção é algo muito importante a ser escolhido pois ficar para sempre em sua memória.
O espaço Palladon é um local completa que está sempre pronto para te atender da melhor forma.
Reserve sua data hoje mesmo!","Espaço Palladon",job_listing,"aluguel para eventos|casamento|casamentos|chacara para eventos|chacaras|espaco para eventos|local para eventos|salao de festas","Rua das Andorinhas, Park Rio Preto - Unaí - MG",,1
6485,place,"Millano Veículos","Millano Motors Seminovos.

Compra, Venda, Consignação e Financiamento.","(38) 99978-8818","(38) 99978-8818",,"R. Roncador, 180 - Centro - Unaí, MG",,,"a:1:{i:0;a:2:{s:7:""network"";s:9:""Instagram"";s:3:""url"";s:47:""https://www.instagram.com/milanomotorsseminovos"";}}",,,,"a:1:{i:0;s:76:""https://guiaunai.com.br/wp-content/uploads/2023/01/empresas_millano_logo.jpg"";}",,a:0:{},a:0:{},,,"Millano Motors Seminovos.

Compra, Venda, Consignação e Financiamento.","Millano Veículos",job_listing,"carro|carros|carros seminovos|multimarcas|revenda|revendas|veiculo|veiculos|venda de carros","R. Roncador, 180 - Centro - Unaí, MG",,1
6563,place,"Nyrrara Imobiliária","Com a Nyrrara Imobiliária você encontra seu imóvel ideal em Unaí e região. Especialista em Venda, Revenda e Aluguel de Casas, Apartamentos, Lotes, Kitnets, Chácaras e Fazendas em todo território Nacional.","(38) 99883-2525","(38) 99883-2525",,"Rua Zaida Torres Martins, 231 - Cruzeiro Unaí - MG",,,"a:1:{i:0;a:2:{s:7:""network"";s:9:""Instagram"";s:3:""url"";s:45:""https://www.instagram.com/nyrrara_imobiliaria"";}}",,,,"a:1:{i:0;s:84:""https://guiaunai.com.br/wp-content/uploads/2023/01/empresas_nyrrara_imoveis_logo.jpg"";}",,"a:9:{i:0;s:87:""https://guiaunai.com.br/wp-content/uploads/2023/01/empresas_nyrrara_imoveis_fachada.jpg"";i:1;s:61:""https://guiaunai.com.br/wp-content/uploads/2023/01/cartao.jpg"";i:2;s:87:""https://guiaunai.com.br/wp-content/uploads/2023/01/empresas_nyrrara_imoveis_fotos-7.jpg"";i:3;s:87:""https://guiaunai.com.br/wp-content/uploads/2023/01/empresas_nyrrara_imoveis_fotos-4.jpg"";i:4;s:87:""https://guiaunai.com.br/wp-content/uploads/2023/01/empresas_nyrrara_imoveis_fotos-2.jpg"";i:5;s:87:""https://guiaunai.com.br/wp-content/uploads/2023/01/empresas_nyrrara_imoveis_fotos-3.jpg"";i:6;s:87:""https://guiaunai.com.br/wp-content/uploads/2023/01/empresas_nyrrara_imoveis_fotos-1.jpg"";i:7;s:87:""https://guiaunai.com.br/wp-content/uploads/2023/01/empresas_nyrrara_imoveis_fotos-6.jpg"";i:8;s:87:""https://guiaunai.com.br/wp-content/uploads/2023/01/empresas_nyrrara_imoveis_fotos-5.jpg"";}","a:1:{i:0;s:87:""https://guiaunai.com.br/wp-content/uploads/2023/01/empresas_nyrrara_imoveis_fachada.jpg"";}",,,"Com a Nyrrara Imobiliária você encontra seu imóvel ideal em Unaí e região. Especialista em Venda, Revenda e Aluguel de Casas, Apartamentos, Lotes, Kitnets, Chácaras e Fazendas em todo território Nacional.","Nyrrara Imobiliária",job_listing,imobiliaria|imobiliárias|imoveis,"Rua Zaida Torres Martins, 231 - Cruzeiro Unaí - MG",,1
6574,place,"Shalom Floricultura e Decorações",,"(38) 3676-6669","(38) 99746-6669",,"Av. Castelo Branco, 348 - Unaí-MG",,,a:0:{},,,,"a:1:{i:0;s:75:""https://guiaunai.com.br/wp-content/uploads/2023/01/empresas_shalom_logo.jpg"";}",,a:0:{},a:0:{},,,,"Shalom Floricultura e Decorações",job_listing,flores|floriculturas,"Av. Castelo Branco, 348 - Unaí-MG",,1
6607,place,"Urbano - Aluguel de Ternos","Aluguel de Ternos Slim fit Grafite, Cinza, Chumbo, Azul, Claros e a linha completa de Ternos Slim Preto todos os tamanhos Com ajustes personalizados. Tecidos com Caimento especial. Seja atendido pelo nosso Alfaiate .Ternos confeccionado sob medidas . Atendimento Noivos , Padrinhos, Convidados, Formandos, Eventos corporativos, Festa de gala, Locação de trajes para Formatura.

<img class=""alignnone size-medium wp-image-6637"" src=""https://guiaunai.com.br/wp-content/uploads/2023/01/empresas_urbano_capa.jpg"" alt="""" width="""" height="""" />","(38) 99929-0182","(38) 99929-0182",,"Av. Gov. Valadares, 1273 - Centro - Unaí - MG",,,a:0:{},,https://urbano-ternos.negocio.site,,"a:1:{i:0;s:75:""https://guiaunai.com.br/wp-content/uploads/2023/01/empresas_urbano_logo.jpg"";}",,"a:21:{i:0;s:75:""https://guiaunai.com.br/wp-content/uploads/2023/01/empresas_urbano_logo.jpg"";i:1;s:80:""https://guiaunai.com.br/wp-content/uploads/2023/01/empresas_urbano_fotos2_-6.jpg"";i:2;s:80:""https://guiaunai.com.br/wp-content/uploads/2023/01/empresas_urbano_fotos2_-5.jpg"";i:3;s:80:""https://guiaunai.com.br/wp-content/uploads/2023/01/empresas_urbano_fotos2_-4.jpg"";i:4;s:85:""https://guiaunai.com.br/wp-content/uploads/2023/01/empresas_urbano_ternos_fotos-2.jpg"";i:5;s:80:""https://guiaunai.com.br/wp-content/uploads/2023/01/empresas_urbano_fotos2_-3.jpg"";i:6;s:80:""https://guiaunai.com.br/wp-content/uploads/2023/01/empresas_urbano_fotos2_-2.jpg"";i:7;s:80:""https://guiaunai.com.br/wp-content/uploads/2023/01/empresas_urbano_fotos2_-1.jpg"";i:8;s:86:""https://guiaunai.com.br/wp-content/uploads/2023/01/empresas_urbano_ternos_fotos-13.jpg"";i:9;s:86:""https://guiaunai.com.br/wp-content/uploads/2023/01/empresas_urbano_ternos_fotos-12.jpg"";i:10;s:86:""https://guiaunai.com.br/wp-content/uploads/2023/01/empresas_urbano_ternos_fotos-11.jpg"";i:11;s:86:""https://guiaunai.com.br/wp-content/uploads/2023/01/empresas_urbano_ternos_fotos-10.jpg"";i:12;s:85:""https://guiaunai.com.br/wp-content/uploads/2023/01/empresas_urbano_ternos_fotos-9.jpg"";i:13;s:85:""https://guiaunai.com.br/wp-content/uploads/2023/01/empresas_urbano_ternos_fotos-8.jpg"";i:14;s:85:""https://guiaunai.com.br/wp-content/uploads/2023/01/empresas_urbano_ternos_fotos-7.jpg"";i:15;s:85:""https://guiaunai.com.br/wp-content/uploads/2023/01/empresas_urbano_ternos_fotos-6.jpg"";i:16;s:85:""https://guiaunai.com.br/wp-content/uploads/2023/01/empresas_urbano_ternos_fotos-5.jpg"";i:17;s:87:""https://guiaunai.com.br/wp-content/uploads/2023/01/empresas_urbano_ternos_fotos-4-1.jpg"";i:18;s:85:""https://guiaunai.com.br/wp-content/uploads/2023/01/empresas_urbano_ternos_fotos-4.jpg"";i:19;s:85:""https://guiaunai.com.br/wp-content/uploads/2023/01/empresas_urbano_ternos_fotos-3.jpg"";i:20;s:85:""https://guiaunai.com.br/wp-content/uploads/2023/01/empresas_urbano_ternos_fotos-1.jpg"";}","a:1:{i:0;s:85:""https://guiaunai.com.br/wp-content/uploads/2023/01/empresas_urbano_ternos_fotos-6.jpg"";}",,,"Aluguel de Ternos Slim fit Grafite, Cinza, Chumbo, Azul, Claros e a linha completa de Ternos Slim Preto todos os tamanhos Com ajustes personalizados. Tecidos com Caimento especial. Seja atendido pelo nosso Alfaiate .Ternos confeccionado sob medidas . Atendimento Noivos , Padrinhos, Convidados, Formandos, Eventos corporativos, Festa de gala, Locação de trajes para Formatura.

<img class=""alignnone size-medium wp-image-6637"" src=""https://guiaunai.com.br/wp-content/uploads/2023/01/empresas_urbano_capa.jpg"" alt="""" width="""" height="""" />","Urbano - Aluguel de Ternos",job_listing,casamento|casamentos|formatura|formaturas,"Av. Gov. Valadares, 1273 - Centro - Unaí - MG",,1
6646,place,"AJM Participações","Compra e Venda de Cereais.","(38) 99905-1299","(38) 99905-1299",,"R. Celina Lisboa Frederico, 111 - Sala 302 - Centro - Unaí, MG",,,a:0:{},,,,"a:1:{i:0;s:72:""https://guiaunai.com.br/wp-content/uploads/2023/01/empresas_ajm_logo.jpg"";}",,a:0:{},a:0:{},,,"Compra e Venda de Cereais.","AJM Participações",job_listing,cereais|cerealista|cerealistas,"R. Celina Lisboa Frederico, 111 - Sala 302 - Centro - Unaí, MG",,1
6649,place,"Trem Mineiro Restaurante e Lanchonete",,"(38) 99851-2157","(38) 99851-2157",,"Avenida José Luiz Adjuto, 174 - Centro - Unaí - MG",,,a:0:{},,,,"a:1:{i:0;s:93:""https://guiaunai.com.br/wp-content/uploads/2023/01/empresas_restaurante_trem_mineiro_logo.jpg"";}",,a:0:{},a:0:{},,,,"Trem Mineiro Restaurante e Lanchonete",job_listing,lanchonete|marmita|marmitex|restaurante|restaurantes,"Avenida José Luiz Adjuto, 174 - Centro - Unaí - MG",,1
6652,place,"Estilo Country","Roupas e vestuário
Roupas e acessórios country 🐎🐃
🛍️Somente varejo","(38) 99855-6001","(38) 99855-6001",,"R. Djalma Tôrres, 44 - Centro - Unaí, MG",,,"a:1:{i:0;a:2:{s:7:""network"";s:9:""Instagram"";s:3:""url"";s:43:""https://www.instagram.com/estilocountryunai"";}}",,https://www.instagram.com/estilocountryunai,,"a:1:{i:0;s:95:""https://guiaunai.com.br/wp-content/uploads/2023/01/empresas_restaurante_estilo_country_logo.jpg"";}",,a:0:{},a:0:{},,,"Roupas e vestuário
Roupas e acessórios country 🐎🐃
🛍️Somente varejo","Estilo Country",job_listing,"loja de roupas|roupa|roupas","R. Djalma Tôrres, 44 - Centro - Unaí, MG",,1
6655,place,"Rota Unaí - App de Mobilidade","<strong>App de Mobilidade</strong>

Precisa sair e não quer perder Tempo?

Chame um Rota Unaí, Chegamos Rapidinho.

Economia, Agilidade e Segurança.

<strong>Central Rota - Unai (38) 999367007</strong>
<a href=""https://play.google.com/store/apps/details?id=br.com.rotaunai.passenger.drivermachine"" target=""_blank"" rel=""noopener""><strong>Download do APP</strong></a>

<img class=""alignnone size-medium wp-image-6658"" src=""https://guiaunai.com.br/wp-content/uploads/2023/01/empresas_rota_fotos-3.jpg"" alt="""" />","(38) 99936-7007","(38) 99936-7007",,"Unaí, MG",,,"a:1:{i:0;a:2:{s:7:""network"";s:9:""Instagram"";s:3:""url"";s:35:""https://www.instagram.com/rota.unai"";}}",,https://www.instagram.com/rota.unai,,"a:1:{i:0;s:73:""https://guiaunai.com.br/wp-content/uploads/2023/01/empresas_rota_logo.jpg"";}",,"a:4:{i:0;s:76:""https://guiaunai.com.br/wp-content/uploads/2023/01/empresas_rota_fotos-1.jpg"";i:1;s:76:""https://guiaunai.com.br/wp-content/uploads/2023/01/empresas_rota_fotos-2.jpg"";i:2;s:78:""https://guiaunai.com.br/wp-content/uploads/2023/01/empresas_rota_fotos-3-1.jpg"";i:3;s:76:""https://guiaunai.com.br/wp-content/uploads/2023/01/empresas_rota_fotos-4.jpg"";}","a:1:{i:0;s:71:""https://guiaunai.com.br/wp-content/uploads/2023/01/empresas_rota_bg.jpg"";}",,,"<strong>App de Mobilidade</strong>

Precisa sair e não quer perder Tempo?

Chame um Rota Unaí, Chegamos Rapidinho.

Economia, Agilidade e Segurança.

<strong>Central Rota - Unai (38) 999367007</strong>
<a href=""https://play.google.com/store/apps/details?id=br.com.rotaunai.passenger.drivermachine"" target=""_blank"" rel=""noopener""><strong>Download do APP</strong></a>

<img class=""alignnone size-medium wp-image-6658"" src=""https://guiaunai.com.br/wp-content/uploads/2023/01/empresas_rota_fotos-3.jpg"" alt="""" />","Rota Unaí - App de Mobilidade",job_listing,"aplicativo|aplicativos|App de Mobilidade|taxi|taxis|uber","Unaí, MG",,1
6665,place,"Empório Borges","<strong>Empório Borges 🛒🥩🍾🍻🍫🍷🥃</strong>
Mercearia
Saída Buritis/Arinos (400mt da ""Boca da Ponte"").

📞 (38) 3677-5499 / 📱(38) 99936-6060.

Seg. a Sáb.: 6h30m às 20H/ Dom.: 7h às 13h.","(38) 99936-6060","(38) 99936-6060",,"Rod MG 188, nº 430 - Bairro - Amaral, Unaí - MG",,,a:0:{},,,,"a:1:{i:0;s:83:""https://guiaunai.com.br/wp-content/uploads/2023/01/empresas_emporio_borges_logo.jpg"";}",,a:0:{},a:0:{},,,"<strong>Empório Borges 🛒🥩🍾🍻🍫🍷🥃</strong>
Mercearia
Saída Buritis/Arinos (400mt da ""Boca da Ponte"").

📞 (38) 3677-5499 / 📱(38) 99936-6060.

Seg. a Sáb.: 6h30m às 20H/ Dom.: 7h às 13h.","Empório Borges",job_listing,bebidas|cervejas|mercearia|mercearias,"Rod MG 188, nº 430 - Bairro - Amaral, Unaí - MG",,1
6673,place,"Meu Jardineiro","Prestação de Serviços &amp; Floricultura em vasos.
Jardinagem, Paisagismo/Projeto &amp; Irrigação.
Lagos, Piscinas naturais &amp; Cascatas.","(38) 99961-6010","(38) 99961-6010",,"Rua Calixto Martins de Melo, 244 - Centro, Unaí - MG",,,"a:1:{i:0;a:2:{s:7:""network"";s:9:""Instagram"";s:3:""url"";s:41:""https://www.instagram.com/meujardineiro1/"";}}",,https://www.instagram.com/meujardineiro1/,,"a:1:{i:0;s:83:""https://guiaunai.com.br/wp-content/uploads/2023/01/empresas_meu_jardineiro_logo.jpg"";}",,"a:9:{i:0;s:86:""https://guiaunai.com.br/wp-content/uploads/2023/01/empresas_meu_jardineiro_fotos-6.jpg"";i:1;s:86:""https://guiaunai.com.br/wp-content/uploads/2023/01/empresas_meu_jardineiro_fotos-2.jpg"";i:2;s:86:""https://guiaunai.com.br/wp-content/uploads/2023/01/empresas_meu_jardineiro_fotos-1.jpg"";i:3;s:86:""https://guiaunai.com.br/wp-content/uploads/2023/01/empresas_meu_jardineiro_fotos-3.jpg"";i:4;s:86:""https://guiaunai.com.br/wp-content/uploads/2023/01/empresas_meu_jardineiro_fotos-4.jpg"";i:5;s:86:""https://guiaunai.com.br/wp-content/uploads/2023/01/empresas_meu_jardineiro_fotos-5.jpg"";i:6;s:86:""https://guiaunai.com.br/wp-content/uploads/2023/01/empresas_meu_jardineiro_fotos-7.jpg"";i:7;s:86:""https://guiaunai.com.br/wp-content/uploads/2023/01/empresas_meu_jardineiro_fotos-8.jpg"";i:8;s:86:""https://guiaunai.com.br/wp-content/uploads/2023/01/empresas_meu_jardineiro_fotos-9.jpg"";}",a:0:{},,,"Prestação de Serviços &amp; Floricultura em vasos.
Jardinagem, Paisagismo/Projeto &amp; Irrigação.
Lagos, Piscinas naturais &amp; Cascatas.","Meu Jardineiro",job_listing,jardim|jardinagem|jardineiro|paisagismo,"Rua Calixto Martins de Melo, 244 - Centro, Unaí - MG",,1
6744,place,"Bj Shopee","Loja de acessórios eletrônicos aqui você encontrara tudo para seu Smarthphone. Tudo em capas, Películas , Cabos, Carregadores, Fones, Caixas de Som e acessórios em geral.","(38) 99735-1279","(38) 99735-127",,"R. Nossa Sra. do Carmo, 129 - Centro - Unaí, MG",,,"a:1:{i:0;a:2:{s:7:""network"";s:9:""Instagram"";s:3:""url"";s:36:""https://www.instagram.com/bj__shopee"";}}",,https://www.instagram.com/bj__shopee,,"a:1:{i:0;s:77:""https://guiaunai.com.br/wp-content/uploads/2023/01/empresas_bjshopee_logo.jpg"";}",,a:0:{},a:0:{},,,"Loja de acessórios eletrônicos aqui você encontrara tudo para seu Smarthphone. Tudo em capas, Películas , Cabos, Carregadores, Fones, Caixas de Som e acessórios em geral.","Bj Shopee",job_listing,"capinhas|capinhas de celular|celular|celulares|peliculas","R. Nossa Sra. do Carmo, 129 - Centro - Unaí, MG",,1
6745,place,"Hamburgueria 43","☎️ Delivery: (38) 99965-7885
⏱ Funcionamento 19 às 23 hrs.
⛔ NÃO ABRIMOS NAS QUARTAS
Link para Pedidos: <a href=""http://hamburgueria43.poppedidos.com.br"" target=""_blank"" rel=""noopener"">hamburgueria43.poppedidos.com.br</a>","(38) 99965-7885","(38) 99965-7885",,"R. Nossa Sra. do Carmo, 146 - Centro - Unaí, MG",,,"a:1:{i:0;a:2:{s:7:""network"";s:9:""Instagram"";s:3:""url"";s:40:""https://www.instagram.com/hamburgueria43"";}}",,https://www.instagram.com/hamburgueria43,,"a:1:{i:0;s:83:""https://guiaunai.com.br/wp-content/uploads/2023/01/empresas_hamburgueria43_logo.jpg"";}",,a:0:{},a:0:{},,,"☎️ Delivery: (38) 99965-7885
⏱ Funcionamento 19 às 23 hrs.
⛔ NÃO ABRIMOS NAS QUARTAS
Link para Pedidos: <a href=""http://hamburgueria43.poppedidos.com.br"" target=""_blank"" rel=""noopener"">hamburgueria43.poppedidos.com.br</a>","Hamburgueria 43",job_listing,hamburguer|hamburgueria|hamburguerias|sanduiche|sanduiches,"R. Nossa Sra. do Carmo, 146 - Centro - Unaí, MG",,1
6746,place,"Uai Quero Salgados","<strong>Os melhores salgados da região! </strong>

Trabalhamos com atendimento para empresas em geral: Lanchonetes, Buffets, Pastelarias etc.

Atacado e Varejo.

<img class=""alignnone size-medium wp-image-6752"" src=""https://guiaunai.com.br/wp-content/uploads/2023/01/empresas_uai_quero_destaque.jpg"" alt="""" />","(38) 3493-1654","(38) 99839-9998",,"Rodovia 188 Km 0 Loja 422 - Amaral - Unaí, MG",,,"a:1:{i:0;a:2:{s:7:""network"";s:9:""Instagram"";s:3:""url"";s:54:""https://www.instagram.com/uaiqueroindustriadesalgados/"";}}",,https://uaiquerosalgados.com.br,,"a:1:{i:0;s:87:""https://guiaunai.com.br/wp-content/uploads/2023/01/empresas_uai_quero_salgados_logo.jpg"";}",,a:0:{},a:0:{},,,"<strong>Os melhores salgados da região! </strong>

Trabalhamos com atendimento para empresas em geral: Lanchonetes, Buffets, Pastelarias etc.

Atacado e Varejo.

<img class=""alignnone size-medium wp-image-6752"" src=""https://guiaunai.com.br/wp-content/uploads/2023/01/empresas_uai_quero_destaque.jpg"" alt="""" />","Uai Quero Salgados",job_listing,fabrica|Fábricas|indústrias|Salgado,"Rodovia 188 Km 0 Loja 422 - Amaral - Unaí, MG",,1
6747,place,"SOS Reformas","Reformas: Pinturas, Pedreiro, Elétrica, Hidráulica e telhado etc.

<img class=""aligncenter size-medium wp-image-6748"" src=""https://guiaunai.com.br/wp-content/uploads/2023/01/empresas_sos_reformas_fachada.jpg"" alt="""" width=""400"" />","(38) 99747-3027","(38) 99747-3027",,"R. Domingos Pinto Brochado, 731 - Unaí, MG",,,a:0:{},,,,"a:1:{i:0;s:81:""https://guiaunai.com.br/wp-content/uploads/2023/01/empresas_sos_reformas_logo.jpg"";}",,a:0:{},a:0:{},,,"Reformas: Pinturas, Pedreiro, Elétrica, Hidráulica e telhado etc.

<img class=""aligncenter size-medium wp-image-6748"" src=""https://guiaunai.com.br/wp-content/uploads/2023/01/empresas_sos_reformas_fachada.jpg"" alt="""" width=""400"" />","SOS Reformas",job_listing,"bombeiro hidraulico|pedreiro|pedreiros|pintor|pintores|reforma","R. Domingos Pinto Brochado, 731 - Unaí, MG",,1
6756,place,"Conex Internet","Planos de internet fibra ótica de ultravelocidade + Wi-Fi e instalação grátis. Serviço humanizado, atendimento personalizado e perto de verdade. Valores com desconto de pontualidade: <a href=""https://conexinternet.com.br/unai"" target=""_blank"" rel=""noopener"">https://conexinternet.com.br/unai</a>

&nbsp;","0800 033 0307","800 033 030",,"R. Celina Lisboa Frederico, 236 - Centro - Unaí, MG",,,"a:1:{i:0;a:2:{s:7:""network"";s:9:""Instagram"";s:3:""url"";s:39:""https://www.instagram.com/conexinternet"";}}",,https://www.instagram.com/conexinternet,,"a:1:{i:0;s:74:""https://guiaunai.com.br/wp-content/uploads/2023/01/empresas_conex_logo.jpg"";}",,a:0:{},a:0:{},,,"Planos de internet fibra ótica de ultravelocidade + Wi-Fi e instalação grátis. Serviço humanizado, atendimento personalizado e perto de verdade. Valores com desconto de pontualidade: <a href=""https://conexinternet.com.br/unai"" target=""_blank"" rel=""noopener"">https://conexinternet.com.br/unai</a>

&nbsp;","Conex Internet",job_listing,"internet|internet a cabo|internet banda larga|internet fibra otica|provedor|provedores","R. Celina Lisboa Frederico, 236 - Centro - Unaí, MG",,1
